,moderator,id_request,request_time,start_time,finish_time,team,before_1_resp_min,solve_prblm_min,total_requests_by_mod,hour_of_day,date
18502,180,196960,2020-12-04 09:11:37,2020-12-08 20:28:54,2020-12-08 20:29:45,wholesale,6437.283,0.85,1349,9,2020-12-08
18504,180,196962,2020-12-04 09:11:56,2020-12-08 20:29:46,2020-12-08 20:30:00,wholesale,6437.833,0.233,1349,9,2020-12-08
18505,180,196963,2020-12-04 09:12:16,2020-12-08 20:30:01,2020-12-08 20:32:59,wholesale,6437.75,2.967,1349,9,2020-12-08
18508,180,196968,2020-12-04 09:14:05,2020-12-08 20:33:00,2020-12-08 20:33:02,wholesale,6438.917,0.033,1349,9,2020-12-08
18509,180,196969,2020-12-04 09:14:08,2020-12-08 20:33:02,2020-12-08 20:33:03,wholesale,6438.9,0.017,1349,9,2020-12-08
18510,180,196970,2020-12-04 09:15:58,2020-12-08 20:33:03,2020-12-08 20:33:36,wholesale,6437.083,0.55,1349,9,2020-12-08
18512,180,196972,2020-12-04 09:17:17,2020-12-08 20:33:37,2020-12-08 20:35:17,wholesale,6436.333,1.667,1349,9,2020-12-08
18513,180,196973,2020-12-04 09:18:22,2020-12-08 20:35:19,2020-12-08 20:38:19,wholesale,6436.95,3.0,1349,9,2020-12-08
18516,180,196976,2020-12-04 09:22:34,2020-12-08 20:38:20,2020-12-08 20:39:00,wholesale,6435.767,0.667,1349,9,2020-12-08
18518,180,196979,2020-12-04 09:23:23,2020-12-08 20:39:01,2020-12-08 20:39:11,wholesale,6435.633,0.167,1349,9,2020-12-08
18519,180,196980,2020-12-04 09:23:43,2020-12-08 20:39:12,2020-12-08 20:40:02,wholesale,6435.483,0.833,1349,9,2020-12-08
18520,180,196982,2020-12-04 09:24:34,2020-12-08 20:40:03,2020-12-08 20:43:09,wholesale,6435.483,3.1,1349,9,2020-12-08
18521,180,196983,2020-12-04 09:25:34,2020-12-08 20:43:09,2020-12-08 20:43:18,wholesale,6437.583,0.15,1349,9,2020-12-08
18523,180,196985,2020-12-04 09:26:38,2020-12-08 20:43:18,2020-12-08 20:43:19,wholesale,6436.667,0.017,1349,9,2020-12-08
18524,180,196986,2020-12-04 09:26:55,2020-12-08 20:43:19,2020-12-08 20:43:21,wholesale,6436.4,0.033,1349,9,2020-12-08
18525,180,196988,2020-12-04 09:28:30,2020-12-08 20:43:21,2020-12-08 20:45:45,wholesale,6434.85,2.4,1349,9,2020-12-08
18526,180,196989,2020-12-04 09:29:34,2020-12-08 20:45:47,2020-12-08 20:47:05,wholesale,6436.217,1.3,1349,9,2020-12-08
18528,180,196991,2020-12-04 09:30:51,2020-12-08 20:47:05,2020-12-08 20:47:35,wholesale,6436.233,0.5,1349,9,2020-12-08
18530,180,196994,2020-12-04 09:31:59,2020-12-08 20:47:36,2020-12-08 20:48:37,wholesale,6435.617,1.017,1349,9,2020-12-08
18532,180,196997,2020-12-04 09:34:13,2020-12-08 20:48:38,2020-12-08 20:48:48,wholesale,6434.417,0.167,1349,9,2020-12-08
18533,180,196998,2020-12-04 09:35:40,2020-12-08 20:48:50,2020-12-08 20:49:25,wholesale,6433.167,0.583,1349,9,2020-12-08
18535,180,197001,2020-12-04 09:36:18,2020-12-08 20:49:26,2020-12-08 20:49:54,wholesale,6433.133,0.467,1349,9,2020-12-08
18540,180,197007,2020-12-04 09:47:32,2020-12-08 20:49:55,2020-12-08 20:52:24,wholesale,6422.383,2.483,1349,9,2020-12-08
18586,180,197067,2020-12-04 11:28:53,2020-12-08 20:52:24,2020-12-08 20:52:26,wholesale,6323.517,0.033,1349,11,2020-12-08
18589,180,197071,2020-12-04 11:37:56,2020-12-08 20:52:26,2020-12-08 20:53:31,wholesale,6314.5,1.083,1349,11,2020-12-08
18591,180,197074,2020-12-04 11:40:45,2020-12-08 20:53:32,2020-12-08 20:53:55,wholesale,6312.783,0.383,1349,11,2020-12-08
18592,180,197075,2020-12-04 11:41:39,2020-12-08 20:53:56,2020-12-08 20:54:08,wholesale,6312.283,0.2,1349,11,2020-12-08
18593,180,197077,2020-12-04 11:46:07,2020-12-08 20:54:41,2020-12-08 20:55:11,wholesale,6308.567,0.5,1349,11,2020-12-08
18844,180,197499,2020-12-05 02:33:57,2020-12-08 22:30:13,2020-12-08 22:31:48,wholesale,5516.267,1.583,1349,2,2020-12-08
18848,180,197503,2020-12-05 02:37:43,2020-12-08 22:31:49,2020-12-08 22:34:28,wholesale,5514.1,2.65,1349,2,2020-12-08
18849,180,197504,2020-12-05 02:37:57,2020-12-08 22:34:28,2020-12-08 22:34:30,wholesale,5516.517,0.033,1349,2,2020-12-08
18855,180,197511,2020-12-05 02:43:24,2020-12-08 22:37:17,2020-12-08 22:38:05,wholesale,5513.883,0.8,1349,2,2020-12-08
18856,180,197512,2020-12-05 02:44:06,2020-12-08 22:38:06,2020-12-08 22:38:51,wholesale,5514.0,0.75,1349,2,2020-12-08
18857,180,197513,2020-12-05 02:44:22,2020-12-08 22:38:52,2020-12-08 22:40:31,wholesale,5514.5,1.65,1349,2,2020-12-08
18854,180,197510,2020-12-05 02:42:41,2020-12-08 22:40:32,2020-12-08 22:41:09,wholesale,5517.85,0.617,1349,2,2020-12-08
18858,180,197514,2020-12-05 02:45:08,2020-12-08 22:41:10,2020-12-08 22:42:01,wholesale,5516.033,0.85,1349,2,2020-12-08
18859,180,197515,2020-12-05 02:45:26,2020-12-08 22:42:02,2020-12-08 22:44:40,wholesale,5516.6,2.633,1349,2,2020-12-08
18860,180,197516,2020-12-05 02:45:52,2020-12-08 22:44:40,2020-12-08 22:44:41,wholesale,5518.8,0.017,1349,2,2020-12-08
18861,180,197517,2020-12-05 02:46:05,2020-12-08 22:44:41,2020-12-08 22:45:35,wholesale,5518.6,0.9,1349,2,2020-12-08
18862,180,197518,2020-12-05 02:46:18,2020-12-08 22:45:36,2020-12-08 22:46:06,wholesale,5519.3,0.5,1349,2,2020-12-08
18863,180,197519,2020-12-05 02:46:43,2020-12-08 22:46:07,2020-12-08 22:47:54,wholesale,5519.4,1.783,1349,2,2020-12-08
18864,180,197520,2020-12-05 02:46:43,2020-12-08 22:47:55,2020-12-08 22:48:36,wholesale,5521.2,0.683,1349,2,2020-12-08
18865,180,197521,2020-12-05 02:46:48,2020-12-08 22:48:37,2020-12-08 22:53:17,wholesale,5521.817,4.667,1349,2,2020-12-08
18866,180,197522,2020-12-05 02:47:13,2020-12-08 22:53:18,2020-12-08 22:54:09,wholesale,5526.083,0.85,1349,2,2020-12-08
18867,180,197523,2020-12-05 02:47:27,2020-12-08 22:54:10,2020-12-08 22:58:53,wholesale,5526.717,4.717,1349,2,2020-12-08
18868,180,197524,2020-12-05 02:47:53,2020-12-08 22:58:56,2020-12-08 22:59:44,wholesale,5531.05,0.8,1349,2,2020-12-08
20245,180,199315,2020-12-06 11:12:09,2020-12-10 18:37:34,2020-12-10 18:38:08,wholesale,6205.417,0.567,1349,11,2020-12-10
20246,180,199316,2020-12-06 11:13:06,2020-12-10 18:38:09,2020-12-10 18:38:34,wholesale,6205.05,0.417,1349,11,2020-12-10
20247,180,199317,2020-12-06 11:13:57,2020-12-10 18:38:35,2020-12-10 18:39:01,wholesale,6204.633,0.433,1349,11,2020-12-10
20249,180,199319,2020-12-06 11:15:26,2020-12-10 18:39:02,2020-12-10 18:39:34,wholesale,6203.6,0.533,1349,11,2020-12-10
20250,180,199320,2020-12-06 11:16:57,2020-12-10 18:39:35,2020-12-10 18:42:10,wholesale,6202.633,2.583,1349,11,2020-12-10
20251,180,199321,2020-12-06 11:17:38,2020-12-10 18:42:11,2020-12-10 18:42:49,wholesale,6204.55,0.633,1349,11,2020-12-10
20252,180,199322,2020-12-06 11:18:35,2020-12-10 18:42:50,2020-12-10 18:45:18,wholesale,6204.25,2.467,1349,11,2020-12-10
20258,180,199329,2020-12-06 11:27:31,2020-12-10 18:45:20,2020-12-10 18:45:35,wholesale,6197.817,0.25,1349,11,2020-12-10
20260,180,199331,2020-12-06 11:27:56,2020-12-10 18:45:36,2020-12-10 18:46:12,wholesale,6197.667,0.6,1349,11,2020-12-10
20262,180,199333,2020-12-06 11:28:55,2020-12-10 18:46:13,2020-12-10 18:46:51,wholesale,6197.3,0.633,1349,11,2020-12-10
20263,180,199334,2020-12-06 11:29:17,2020-12-10 18:46:52,2020-12-10 18:46:57,wholesale,6197.583,0.083,1349,11,2020-12-10
20264,180,199335,2020-12-06 11:29:48,2020-12-10 18:46:58,2020-12-10 18:47:02,wholesale,6197.167,0.067,1349,11,2020-12-10
20266,180,199337,2020-12-06 11:30:04,2020-12-10 18:47:03,2020-12-10 18:47:09,wholesale,6196.983,0.1,1349,11,2020-12-10
20269,180,199340,2020-12-06 11:30:47,2020-12-10 18:47:10,2020-12-10 18:47:31,wholesale,6196.383,0.35,1349,11,2020-12-10
20271,180,199342,2020-12-06 11:31:49,2020-12-10 18:47:31,2020-12-10 18:47:54,wholesale,6195.7,0.383,1349,11,2020-12-10
20272,180,199343,2020-12-06 11:32:14,2020-12-10 18:47:55,2020-12-10 18:49:00,wholesale,6195.683,1.083,1349,11,2020-12-10
20273,180,199346,2020-12-06 11:37:30,2020-12-10 18:49:01,2020-12-10 18:49:05,wholesale,6191.517,0.067,1349,11,2020-12-10
20274,180,199347,2020-12-06 11:38:17,2020-12-10 18:49:06,2020-12-10 18:49:32,wholesale,6190.817,0.433,1349,11,2020-12-10
20276,180,199349,2020-12-06 11:38:49,2020-12-10 18:49:34,2020-12-10 18:50:06,wholesale,6190.75,0.533,1349,11,2020-12-10
20277,180,199350,2020-12-06 11:39:07,2020-12-10 18:50:07,2020-12-10 18:52:32,wholesale,6191.0,2.417,1349,11,2020-12-10
20283,180,199362,2020-12-06 11:42:53,2020-12-10 18:52:34,2020-12-10 18:52:43,wholesale,6189.683,0.15,1349,11,2020-12-10
20284,180,199363,2020-12-06 11:43:11,2020-12-10 18:52:44,2020-12-10 18:52:48,wholesale,6189.55,0.067,1349,11,2020-12-10
20285,180,199364,2020-12-06 11:43:29,2020-12-10 18:52:49,2020-12-10 18:53:29,wholesale,6189.333,0.667,1349,11,2020-12-10
20286,180,199365,2020-12-06 11:43:46,2020-12-10 18:53:30,2020-12-10 18:53:40,wholesale,6189.733,0.167,1349,11,2020-12-10
20287,180,199366,2020-12-06 11:44:02,2020-12-10 18:53:40,2020-12-10 18:53:45,wholesale,6189.633,0.083,1349,11,2020-12-10
20288,180,199367,2020-12-06 11:44:25,2020-12-10 18:53:46,2020-12-10 18:53:53,wholesale,6189.35,0.117,1349,11,2020-12-10
20289,180,199368,2020-12-06 11:44:40,2020-12-10 18:53:53,2020-12-10 18:54:00,wholesale,6189.217,0.117,1349,11,2020-12-10
20290,180,199369,2020-12-06 11:44:56,2020-12-10 18:54:01,2020-12-10 18:54:06,wholesale,6189.083,0.083,1349,11,2020-12-10
20291,180,199370,2020-12-06 11:45:11,2020-12-10 18:54:07,2020-12-10 18:54:13,wholesale,6188.933,0.1,1349,11,2020-12-10
20292,180,199371,2020-12-06 11:45:28,2020-12-10 18:54:13,2020-12-10 18:54:34,wholesale,6188.75,0.35,1349,11,2020-12-10
20293,180,199372,2020-12-06 11:45:42,2020-12-10 18:54:35,2020-12-10 18:54:44,wholesale,6188.883,0.15,1349,11,2020-12-10
20294,180,199373,2020-12-06 11:45:56,2020-12-10 18:54:45,2020-12-10 18:55:09,wholesale,6188.817,0.4,1349,11,2020-12-10
20295,180,199374,2020-12-06 11:46:11,2020-12-10 18:55:10,2020-12-10 18:55:15,wholesale,6188.983,0.083,1349,11,2020-12-10
20279,180,199352,2020-12-06 11:39:32,2020-12-10 18:55:17,2020-12-10 18:55:28,wholesale,6195.75,0.183,1349,11,2020-12-10
20296,180,199375,2020-12-06 11:46:26,2020-12-10 18:55:29,2020-12-10 18:56:05,wholesale,6189.05,0.6,1349,11,2020-12-10
20297,180,199376,2020-12-06 11:46:41,2020-12-10 18:56:06,2020-12-10 18:56:15,wholesale,6189.417,0.15,1349,11,2020-12-10
20300,180,199379,2020-12-06 11:46:55,2020-12-10 18:56:16,2020-12-10 18:56:21,wholesale,6189.35,0.083,1349,11,2020-12-10
20301,180,199380,2020-12-06 11:47:12,2020-12-10 18:56:22,2020-12-10 18:56:26,wholesale,6189.167,0.067,1349,11,2020-12-10
20302,180,199381,2020-12-06 11:47:29,2020-12-10 18:56:27,2020-12-10 18:56:32,wholesale,6188.967,0.083,1349,11,2020-12-10
20303,180,199382,2020-12-06 11:47:45,2020-12-10 18:56:33,2020-12-10 18:57:15,wholesale,6188.8,0.7,1349,11,2020-12-10
20304,180,199383,2020-12-06 11:47:59,2020-12-10 18:57:16,2020-12-10 18:57:52,wholesale,6189.283,0.6,1349,11,2020-12-10
20305,180,199384,2020-12-06 11:48:14,2020-12-10 18:57:53,2020-12-10 18:58:02,wholesale,6189.65,0.15,1349,11,2020-12-10
20306,180,199385,2020-12-06 11:49:48,2020-12-10 18:58:04,2020-12-10 18:58:12,wholesale,6188.267,0.133,1349,11,2020-12-10
20307,180,199388,2020-12-06 11:50:40,2020-12-10 21:22:45,2020-12-10 21:25:32,wholesale,6332.083,2.783,1349,11,2020-12-10
20308,180,199389,2020-12-06 11:50:57,2020-12-10 21:25:34,2020-12-10 21:25:39,wholesale,6334.617,0.083,1349,11,2020-12-10
20309,180,199390,2020-12-06 11:51:20,2020-12-10 21:25:40,2020-12-10 21:26:11,wholesale,6334.333,0.517,1349,11,2020-12-10
20313,180,199403,2020-12-06 12:24:12,2020-12-10 21:26:14,2020-12-10 21:26:51,wholesale,6302.033,0.617,1349,12,2020-12-10
20314,180,199404,2020-12-06 12:24:35,2020-12-10 21:26:53,2020-12-10 21:27:47,wholesale,6302.3,0.9,1349,12,2020-12-10
20319,180,199413,2020-12-06 12:40:07,2020-12-10 21:27:50,2020-12-10 21:29:38,wholesale,6287.717,1.8,1349,12,2020-12-10
20324,180,199423,2020-12-06 13:19:57,2020-12-10 21:29:39,2020-12-10 21:32:02,wholesale,6249.7,2.383,1349,13,2020-12-10
20346,180,199461,2020-12-06 14:17:10,2020-12-10 21:32:03,2020-12-10 21:34:30,wholesale,6194.883,2.45,1349,14,2020-12-10
20347,180,199463,2020-12-06 14:23:53,2020-12-10 21:34:32,2020-12-10 21:35:56,wholesale,6190.65,1.4,1349,14,2020-12-10
20348,180,199464,2020-12-06 14:27:14,2020-12-10 21:35:58,2020-12-10 21:36:51,wholesale,6188.733,0.883,1349,14,2020-12-10
20349,180,199465,2020-12-06 14:28:09,2020-12-10 21:36:53,2020-12-10 21:42:11,wholesale,6188.733,5.3,1349,14,2020-12-10
20350,180,199468,2020-12-06 14:29:45,2020-12-10 21:42:11,2020-12-10 21:42:12,wholesale,6192.433,0.017,1349,14,2020-12-10
20351,180,199469,2020-12-06 14:30:43,2020-12-10 21:42:12,2020-12-10 21:42:49,wholesale,6191.483,0.617,1349,14,2020-12-10
20352,180,199473,2020-12-06 14:32:50,2020-12-10 21:42:52,2020-12-10 21:43:47,wholesale,6190.033,0.917,1349,14,2020-12-10
20354,180,199475,2020-12-06 14:37:20,2020-12-10 21:43:48,2020-12-10 21:44:33,wholesale,6186.467,0.75,1349,14,2020-12-10
20355,180,199477,2020-12-06 14:39:01,2020-12-10 21:44:35,2020-12-10 21:45:49,wholesale,6185.567,1.233,1349,14,2020-12-10
20356,180,199478,2020-12-06 14:39:51,2020-12-10 21:45:51,2020-12-10 21:47:19,wholesale,6186.0,1.467,1349,14,2020-12-10
20357,180,199480,2020-12-06 14:42:17,2020-12-10 21:47:20,2020-12-10 21:48:45,wholesale,6185.05,1.417,1349,14,2020-12-10
20359,180,199482,2020-12-06 14:42:40,2020-12-10 21:48:46,2020-12-10 21:49:38,wholesale,6186.1,0.867,1349,14,2020-12-10
20360,180,199483,2020-12-06 14:43:38,2020-12-10 21:49:40,2020-12-10 21:52:47,wholesale,6186.033,3.117,1349,14,2020-12-10
20362,180,199487,2020-12-06 14:45:03,2020-12-10 21:54:48,2020-12-10 21:58:43,wholesale,6189.75,3.917,1349,14,2020-12-10
20599,180,199882,2020-12-07 05:40:21,2020-12-11 13:09:43,2020-12-11 13:10:39,wholesale,6209.367,0.933,1349,5,2020-12-11
20616,180,199903,2020-12-07 06:08:24,2020-12-11 13:10:39,2020-12-11 13:13:59,wholesale,6182.25,3.333,1349,6,2020-12-11
20618,180,199905,2020-12-07 06:11:46,2020-12-11 13:13:59,2020-12-11 13:16:16,wholesale,6182.217,2.283,1349,6,2020-12-11
20619,180,199906,2020-12-07 06:14:06,2020-12-11 13:16:17,2020-12-11 13:19:01,wholesale,6182.183,2.733,1349,6,2020-12-11
20620,180,199907,2020-12-07 06:14:06,2020-12-11 13:19:02,2020-12-11 13:21:37,wholesale,6184.933,2.583,1349,6,2020-12-11
20622,180,199909,2020-12-07 06:14:44,2020-12-11 13:21:37,2020-12-11 13:23:04,wholesale,6186.883,1.45,1349,6,2020-12-11
20623,180,199910,2020-12-07 06:15:05,2020-12-11 13:23:05,2020-12-11 13:24:46,wholesale,6188.0,1.683,1349,6,2020-12-11
20624,180,199911,2020-12-07 06:15:14,2020-12-11 13:24:48,2020-12-11 13:27:08,wholesale,6189.567,2.333,1349,6,2020-12-11
20625,180,199912,2020-12-07 06:15:39,2020-12-11 13:27:09,2020-12-11 13:27:55,wholesale,6191.5,0.767,1349,6,2020-12-11
20626,180,199913,2020-12-07 06:15:40,2020-12-11 13:27:56,2020-12-11 13:29:01,wholesale,6192.267,1.083,1349,6,2020-12-11
20627,180,199914,2020-12-07 06:16:03,2020-12-11 13:29:03,2020-12-11 13:33:39,wholesale,6193.0,4.6,1349,6,2020-12-11
20630,180,199917,2020-12-07 06:17:36,2020-12-11 13:33:39,2020-12-11 13:33:42,wholesale,6196.05,0.05,1349,6,2020-12-11
20631,180,199918,2020-12-07 06:17:59,2020-12-11 13:33:42,2020-12-11 13:36:16,wholesale,6195.717,2.567,1349,6,2020-12-11
20632,180,199919,2020-12-07 06:18:49,2020-12-11 13:36:17,2020-12-11 13:40:10,wholesale,6197.467,3.883,1349,6,2020-12-11
20634,180,199921,2020-12-07 06:19:58,2020-12-11 13:40:11,2020-12-11 13:43:38,wholesale,6200.217,3.45,1349,6,2020-12-11
20638,180,199925,2020-12-07 06:23:23,2020-12-11 13:43:38,2020-12-11 13:45:36,wholesale,6200.25,1.967,1349,6,2020-12-11
20641,180,199929,2020-12-07 06:26:58,2020-12-11 13:45:37,2020-12-11 13:49:12,wholesale,6198.65,3.583,1349,6,2020-12-11
20643,180,199931,2020-12-07 06:27:33,2020-12-11 13:49:13,2020-12-11 13:50:26,wholesale,6201.667,1.217,1349,6,2020-12-11
20644,180,199932,2020-12-07 06:27:43,2020-12-11 13:50:27,2020-12-11 13:53:34,wholesale,6202.733,3.117,1349,6,2020-12-11
20645,180,199933,2020-12-07 06:28:26,2020-12-11 13:53:35,2020-12-11 13:56:15,wholesale,6205.15,2.667,1349,6,2020-12-11
20646,180,199934,2020-12-07 06:29:00,2020-12-11 13:56:16,2020-12-11 13:57:16,wholesale,6207.267,1.0,1349,6,2020-12-11
20647,180,199935,2020-12-07 06:29:30,2020-12-11 13:57:18,2020-12-11 14:00:25,wholesale,6207.8,3.117,1349,6,2020-12-11
20650,180,199938,2020-12-07 06:30:16,2020-12-11 14:00:27,2020-12-11 14:03:44,wholesale,6210.183,3.283,1349,6,2020-12-11
20651,180,199939,2020-12-07 06:30:46,2020-12-11 14:03:45,2020-12-11 14:06:35,wholesale,6212.983,2.833,1349,6,2020-12-11
20652,180,199940,2020-12-07 06:31:12,2020-12-11 14:06:37,2020-12-11 14:11:28,wholesale,6215.417,4.85,1349,6,2020-12-11
20655,180,199944,2020-12-07 06:34:23,2020-12-11 14:11:29,2020-12-11 14:14:42,wholesale,6217.1,3.217,1349,6,2020-12-11
20659,180,199948,2020-12-07 06:36:46,2020-12-11 14:14:43,2020-12-11 14:15:41,wholesale,6217.95,0.967,1349,6,2020-12-11
20661,180,199950,2020-12-07 06:37:35,2020-12-11 14:15:42,2020-12-11 14:16:45,wholesale,6218.117,1.05,1349,6,2020-12-11
20662,180,199951,2020-12-07 06:38:04,2020-12-11 14:16:46,2020-12-11 14:19:47,wholesale,6218.7,3.017,1349,6,2020-12-11
20666,180,199956,2020-12-07 06:40:05,2020-12-11 14:20:05,2020-12-11 14:22:12,wholesale,6220.0,2.117,1349,6,2020-12-11
20667,180,199957,2020-12-07 06:40:11,2020-12-11 14:22:12,2020-12-11 14:23:42,wholesale,6222.017,1.5,1349,6,2020-12-11
20669,180,199959,2020-12-07 06:41:17,2020-12-11 14:23:43,2020-12-11 14:24:21,wholesale,6222.433,0.633,1349,6,2020-12-11
20671,180,199961,2020-12-07 06:43:03,2020-12-11 14:24:22,2020-12-11 14:25:04,wholesale,6221.317,0.7,1349,6,2020-12-11
20674,180,199964,2020-12-07 06:44:24,2020-12-11 14:25:06,2020-12-11 14:25:20,wholesale,6220.7,0.233,1349,6,2020-12-11
20660,180,199949,2020-12-07 06:37:27,2020-12-11 14:25:22,2020-12-11 14:28:09,wholesale,6227.917,2.783,1349,6,2020-12-11
20676,180,199966,2020-12-07 06:44:51,2020-12-11 14:28:10,2020-12-11 14:35:11,wholesale,6223.317,7.017,1349,6,2020-12-11
20683,180,199973,2020-12-07 06:47:15,2020-12-11 14:35:12,2020-12-11 14:38:11,wholesale,6227.95,2.983,1349,6,2020-12-11
20689,180,199979,2020-12-07 06:53:18,2020-12-11 14:38:12,2020-12-11 14:43:39,wholesale,6224.9,5.45,1349,6,2020-12-11
20700,180,199991,2020-12-07 07:10:43,2020-12-11 14:43:40,2020-12-11 14:45:59,wholesale,6212.95,2.317,1349,7,2020-12-11
20698,180,199989,2020-12-07 07:07:38,2020-12-11 14:46:00,2020-12-11 14:48:23,wholesale,6218.367,2.383,1349,7,2020-12-11
20703,180,199994,2020-12-07 07:14:18,2020-12-11 14:48:24,2020-12-11 14:51:51,wholesale,6214.1,3.45,1349,7,2020-12-11
20706,180,199999,2020-12-07 07:20:28,2020-12-11 14:54:21,2020-12-11 14:57:41,wholesale,6213.883,3.333,1349,7,2020-12-11
20710,180,200004,2020-12-07 07:22:32,2020-12-11 14:57:42,2020-12-11 15:00:50,wholesale,6215.167,3.133,1349,7,2020-12-11
20709,180,200003,2020-12-07 07:21:52,2020-12-11 15:00:51,2020-12-11 15:05:07,wholesale,6218.983,4.267,1349,7,2020-12-11
20714,180,200009,2020-12-07 07:24:37,2020-12-11 15:05:08,2020-12-11 15:06:11,wholesale,6220.517,1.05,1349,7,2020-12-11
20716,180,200011,2020-12-07 07:30:15,2020-12-11 15:06:12,2020-12-11 15:07:33,wholesale,6215.95,1.35,1349,7,2020-12-11
20718,180,200013,2020-12-07 07:31:16,2020-12-11 15:07:33,2020-12-11 15:07:42,wholesale,6216.283,0.15,1349,7,2020-12-11
20812,180,200118,2020-12-07 08:50:54,2020-12-11 16:31:33,2020-12-11 16:33:43,wholesale,6220.65,2.167,1349,8,2020-12-11
20814,180,200120,2020-12-07 08:51:17,2020-12-11 16:33:45,2020-12-11 16:35:55,wholesale,6222.467,2.167,1349,8,2020-12-11
20750,180,200051,2020-12-07 07:54:48,2020-12-11 16:35:56,2020-12-11 16:37:35,wholesale,6281.133,1.65,1349,7,2020-12-11
20752,180,200053,2020-12-07 07:55:34,2020-12-11 16:37:36,2020-12-11 16:38:15,wholesale,6282.033,0.65,1349,7,2020-12-11
20756,180,200057,2020-12-07 07:57:34,2020-12-11 16:38:16,2020-12-11 16:39:04,wholesale,6280.7,0.8,1349,7,2020-12-11
20765,180,200066,2020-12-07 08:00:20,2020-12-11 16:39:05,2020-12-11 16:40:04,wholesale,6278.75,0.983,1349,8,2020-12-11
20780,180,200082,2020-12-07 08:07:43,2020-12-11 16:40:05,2020-12-11 16:42:23,wholesale,6272.367,2.3,1349,8,2020-12-11
20782,180,200084,2020-12-07 08:08:19,2020-12-11 16:42:23,2020-12-11 16:42:25,wholesale,6274.067,0.033,1349,8,2020-12-11
20784,180,200086,2020-12-07 08:09:01,2020-12-11 16:42:25,2020-12-11 16:42:26,wholesale,6273.4,0.017,1349,8,2020-12-11
20786,180,200088,2020-12-07 08:10:03,2020-12-11 16:42:26,2020-12-11 16:42:54,wholesale,6272.383,0.467,1349,8,2020-12-11
20809,180,200114,2020-12-07 08:49:49,2020-12-11 16:42:55,2020-12-11 16:43:09,wholesale,6233.1,0.233,1349,8,2020-12-11
20820,180,200126,2020-12-07 08:54:39,2020-12-11 16:43:10,2020-12-11 16:44:21,wholesale,6228.517,1.183,1349,8,2020-12-11
20821,180,200127,2020-12-07 08:55:57,2020-12-11 16:44:23,2020-12-11 16:45:13,wholesale,6228.433,0.833,1349,8,2020-12-11
20728,180,200024,2020-12-07 07:38:55,2020-12-11 16:45:14,2020-12-11 16:46:12,wholesale,6306.317,0.967,1349,7,2020-12-11
20771,180,200073,2020-12-07 08:04:19,2020-12-11 16:46:14,2020-12-11 16:46:57,wholesale,6281.917,0.717,1349,8,2020-12-11
20797,180,200101,2020-12-07 08:35:58,2020-12-11 16:46:58,2020-12-11 16:47:46,wholesale,6251.0,0.8,1349,8,2020-12-11
20804,180,200109,2020-12-07 08:47:09,2020-12-11 16:47:47,2020-12-11 16:49:20,wholesale,6240.633,1.55,1349,8,2020-12-11
20825,180,200133,2020-12-07 09:05:12,2020-12-11 16:49:21,2020-12-11 16:49:53,wholesale,6224.15,0.533,1349,9,2020-12-11
20832,180,200141,2020-12-07 09:13:32,2020-12-11 16:49:55,2020-12-11 16:52:21,wholesale,6216.383,2.433,1349,9,2020-12-11
20835,180,200145,2020-12-07 09:14:57,2020-12-11 16:52:21,2020-12-11 16:52:24,wholesale,6217.4,0.05,1349,9,2020-12-11
20836,180,200146,2020-12-07 09:17:07,2020-12-11 16:52:24,2020-12-11 16:53:35,wholesale,6215.283,1.183,1349,9,2020-12-11
20840,180,200151,2020-12-07 09:18:51,2020-12-11 16:53:36,2020-12-11 16:54:15,wholesale,6214.75,0.65,1349,9,2020-12-11
20842,180,200153,2020-12-07 09:19:42,2020-12-11 16:54:16,2020-12-11 16:55:14,wholesale,6214.567,0.967,1349,9,2020-12-11
20807,180,200112,2020-12-07 08:48:17,2020-12-11 16:55:15,2020-12-11 16:57:51,wholesale,6246.967,2.6,1349,8,2020-12-11
20834,180,200143,2020-12-07 09:14:35,2020-12-11 16:57:51,2020-12-11 16:58:56,wholesale,6223.267,1.083,1349,9,2020-12-11
21581,180,201139,2020-12-09 06:26:00,2020-12-12 20:32:00,2020-12-12 20:32:49,wholesale,5166.0,0.817,1349,6,2020-12-12
21582,180,201140,2020-12-09 06:27:05,2020-12-12 20:32:50,2020-12-12 20:34:09,wholesale,5165.75,1.317,1349,6,2020-12-12
21583,180,201141,2020-12-09 06:27:33,2020-12-12 20:34:10,2020-12-12 20:35:19,wholesale,5166.617,1.15,1349,6,2020-12-12
21584,180,201142,2020-12-09 06:28:07,2020-12-12 20:35:20,2020-12-12 20:37:42,wholesale,5167.217,2.367,1349,6,2020-12-12
21585,180,201143,2020-12-09 06:28:47,2020-12-12 20:37:43,2020-12-12 20:39:18,wholesale,5168.933,1.583,1349,6,2020-12-12
21587,180,201145,2020-12-09 06:30:53,2020-12-12 20:39:19,2020-12-12 20:40:03,wholesale,5168.433,0.733,1349,6,2020-12-12
21588,180,201146,2020-12-09 06:31:36,2020-12-12 20:40:04,2020-12-12 20:41:55,wholesale,5168.467,1.85,1349,6,2020-12-12
21586,180,201144,2020-12-09 06:30:12,2020-12-12 20:41:56,2020-12-12 20:42:16,wholesale,5171.733,0.333,1349,6,2020-12-12
